,Age,Gender,Education,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SensationSeeking,Alchol,Caff,Chocalate,Nicotine,stimulant,depressant,hallucinagen
1631,35-44,Female,University degree,34.0,43.0,52.0,36.0,34.0,5.0,8.0,6,6,6,2,0.0,0.0,0.0
1632,35-44,Female,Professional certificate/diploma,18.0,43.0,45.0,58.0,49.0,3.0,4.0,5,6,5,4,0.0,0.5,0.0
1633,35-44,Male,Professional certificate/diploma,51.0,41.0,43.0,43.0,53.0,8.0,11.0,6,6,4,1,0.0,0.0,0.6666666666666666
1634,45-54,Female,Professional certificate/diploma,32.0,42.0,40.0,41.0,45.0,7.0,8.0,5,6,4,0,0.0,0.0,0.0
1635,18-24,Female,Left school at 18 years ,36.0,30.0,37.0,43.0,42.0,2.0,1.0,4,5,6,0,0.0,0.0,0.0
1636,55-64,Male,Left school before 16 years,23.0,40.0,34.0,46.0,46.0,3.0,5.0,5,5,5,0,0.0,0.0,0.0
1637,45-54,Female,Professional certificate/diploma,36.0,44.0,34.0,36.0,42.0,3.0,3.0,4,3,6,6,0.0,0.5,0.0
1638,18-24,Male,"Some college or university, no certificate or degree",53.0,31.0,47.0,33.0,34.0,7.0,10.0,5,6,0,5,1.5,0.0,1.3333333333333333
1639,45-54,Female,Left school at 16 years,38.0,36.0,41.0,45.0,45.0,3.0,5.0,5,6,6,0,0.0,1.0,0.0
1640,45-54,Female,Professional certificate/diploma,35.0,41.0,39.0,42.0,40.0,5.0,3.0,6,6,6,6,0.0,1.0,0.0
1641,35-44,Female,Professional certificate/diploma,39.0,44.0,42.0,47.0,43.0,6.0,7.0,6,6,6,0,0.0,1.0,0.0
1642,45-54,Female,Professional certificate/diploma,46.0,40.0,45.0,49.0,48.0,5.0,4.0,5,6,6,0,0.0,2.0,0.0
1643,25-34,Female,Masters degree,21.0,43.0,36.0,41.0,49.0,2.0,4.0,4,6,4,0,0.0,0.0,0.0
1644,45-54,Female,Professional certificate/diploma,36.0,34.0,46.0,46.0,41.0,3.0,4.0,3,1,6,0,0.0,0.0,0.0
1645,25-34,Female,Masters degree,29.0,39.0,41.0,48.0,44.0,4.0,6.0,3,6,6,2,0.0,0.5,0.0
1646,45-54,Male,Left school at 16 years,36.0,47.0,44.0,43.0,41.0,4.0,5.0,5,6,6,1,0.25,0.5,0.0
1647,35-44,Male,Professional certificate/diploma,36.0,33.0,47.0,49.0,46.0,2.0,2.0,6,6,6,2,0.0,0.0,0.0
1648,35-44,Male,Professional certificate/diploma,44.0,34.0,42.0,46.0,39.0,5.0,8.0,5,6,4,1,0.0,2.5,0.6666666666666666
1649,25-34,Female,Masters degree,29.0,43.0,45.0,48.0,51.0,4.0,5.0,4,6,0,0,0.0,0.0,0.0
1650,25-34,Female,University degree,34.0,38.0,40.0,41.0,51.0,3.0,6.0,3,6,6,3,0.0,0.0,0.0
1651,25-34,Female,University degree,36.0,50.0,54.0,51.0,46.0,8.0,8.0,5,5,4,1,0.0,0.0,0.3333333333333333
1652,55-64,Male,"Some college or university, no certificate or degree",21.0,31.0,40.0,33.0,39.0,3.0,9.0,4,6,4,6,1.0,1.0,0.6666666666666666
1653,18-24,Male,University degree,38.0,31.0,48.0,40.0,33.0,5.0,3.0,5,5,5,6,0.75,2.0,2.0
1654,25-34,Female,Doctorate degree,28.0,46.0,44.0,54.0,51.0,3.0,7.0,5,6,5,2,0.0,0.0,0.0
1655,55-64,Male,Left school at 16 years,39.0,38.0,41.0,32.0,45.0,4.0,3.0,5,5,5,0,0.0,0.0,0.0
1656,35-44,Female,University degree,28.0,47.0,33.0,48.0,48.0,3.0,2.0,5,6,5,0,0.25,0.5,0.6666666666666666
1657,18-24,Female,University degree,52.0,31.0,41.0,39.0,43.0,2.0,8.0,4,6,4,2,0.0,0.0,0.0
1658,25-34,Male,"Some college or university, no certificate or degree",21.0,41.0,44.0,40.0,48.0,4.0,7.0,3,5,5,5,2.25,1.5,0.0
1659,18-24,Male,Professional certificate/diploma,34.0,45.0,59.0,46.0,42.0,8.0,10.0,4,6,3,6,2.5,0.0,2.6666666666666665
1660,45-54,Female,University degree,18.0,44.0,48.0,44.0,45.0,2.0,4.0,6,6,6,1,0.0,0.0,0.0
1661,35-44,Female,Professional certificate/diploma,51.0,41.0,58.0,34.0,31.0,9.0,11.0,3,5,6,6,3.25,2.5,2.6666666666666665
1662,18-24,Female,Left school before 16 years,29.0,39.0,44.0,53.0,40.0,3.0,8.0,2,6,5,1,0.5,0.0,0.6666666666666666
1663,25-34,Male,Professional certificate/diploma,29.0,47.0,46.0,46.0,41.0,7.0,9.0,5,6,6,6,2.5,2.5,2.0
1664,25-34,Female,"Some college or university, no certificate or degree",26.0,40.0,44.0,46.0,36.0,5.0,8.0,4,6,6,4,2.0,1.0,1.6666666666666667
1665,25-34,Female,Doctorate degree,36.0,43.0,49.0,48.0,41.0,9.0,10.0,5,6,6,6,2.25,3.0,2.3333333333333335
1666,25-34,Female,University degree,30.0,43.0,41.0,55.0,48.0,5.0,6.0,5,4,6,0,0.0,0.0,0.0
1667,18-24,Male,"Some college or university, no certificate or degree",36.0,46.0,56.0,39.0,43.0,9.0,10.0,4,6,6,3,1.5,1.5,2.0
1668,25-34,Female,Doctorate degree,37.0,37.0,35.0,43.0,48.0,2.0,2.0,3,6,5,1,0.0,1.0,0.0
1669,35-44,Male,Professional certificate/diploma,42.0,32.0,40.0,37.0,45.0,5.0,8.0,3,6,6,6,0.25,1.0,0.6666666666666666
1670,35-44,Female,University degree,25.0,36.0,41.0,46.0,48.0,7.0,9.0,4,6,6,0,0.0,0.0,0.0
1671,45-54,Male,University degree,42.0,34.0,33.0,36.0,43.0,3.0,4.0,6,6,5,4,0.0,0.0,0.0
1672,55-64,Male,University degree,42.0,37.0,54.0,49.0,33.0,3.0,6.0,5,6,6,1,0.0,0.0,0.0
1673,25-34,Female,University degree,30.0,41.0,42.0,48.0,33.0,4.0,7.0,3,6,5,1,0.0,1.0,0.6666666666666666
1674,25-34,Male,Professional certificate/diploma,26.0,43.0,52.0,46.0,47.0,3.0,6.0,3,6,5,4,0.75,0.0,3.0
1675,45-54,Male,Professional certificate/diploma,31.0,41.0,36.0,41.0,55.0,3.0,3.0,5,2,5,0,0.0,1.0,0.0
1676,35-44,Male,Professional certificate/diploma,28.0,47.0,31.0,41.0,38.0,4.0,3.0,5,6,6,0,0.0,2.5,0.0
1677,25-34,Female,University degree,56.0,24.0,39.0,50.0,37.0,2.0,4.0,3,0,6,0,0.0,1.5,0.0
1678,18-24,Female,"Some college or university, no certificate or degree",49.0,40.0,46.0,48.0,40.0,5.0,6.0,5,6,5,6,0.0,2.0,4.333333333333333
1679,45-54,Female,Professional certificate/diploma,33.0,45.0,34.0,51.0,49.0,3.0,2.0,5,6,6,2,0.0,0.0,0.0
1680,18-24,Female,University degree,37.0,44.0,46.0,28.0,52.0,5.0,8.0,3,6,3,0,0.0,0.0,0.0
1681,18-24,Female,University degree,35.0,48.0,41.0,46.0,45.0,3.0,5.0,5,6,6,3,0.0,0.0,0.0
1682,45-54,Female,"Some college or university, no certificate or degree",33.0,50.0,40.0,51.0,46.0,3.0,4.0,5,6,6,0,0.0,1.0,0.0
1683,45-54,Male,Professional certificate/diploma,31.0,43.0,38.0,38.0,41.0,4.0,9.0,5,6,4,2,0.5,1.5,0.6666666666666666
1684,18-24,Male,"Some college or university, no certificate or degree",37.0,28.0,46.0,46.0,30.0,4.0,6.0,4,6,5,6,2.0,0.0,2.3333333333333335
1685,25-34,Male,University degree,41.0,23.0,49.0,48.0,44.0,4.0,11.0,5,6,6,3,0.5,4.0,1.6666666666666667
1686,18-24,Female,"Some college or university, no certificate or degree",49.0,25.0,52.0,43.0,33.0,4.0,8.0,4,6,6,4,1.25,1.5,2.3333333333333335
1687,35-44,Female,Professional certificate/diploma,26.0,44.0,43.0,47.0,46.0,4.0,6.0,6,6,5,0,0.0,0.0,0.0
1688,25-34,Female,Professional certificate/diploma,50.0,22.0,38.0,55.0,40.0,3.0,2.0,6,5,5,0,0.5,2.5,0.0
1689,25-34,Female,Masters degree,37.0,46.0,56.0,46.0,40.0,6.0,7.0,6,6,5,0,0.0,0.0,2.3333333333333335
1690,35-44,Male,"Some college or university, no certificate or degree",46.0,29.0,40.0,33.0,42.0,2.0,5.0,6,6,4,3,1.0,1.5,1.0
1691,25-34,Male,"Some college or university, no certificate or degree",54.0,27.0,47.0,52.0,35.0,5.0,5.0,3,6,3,6,0.0,0.0,0.0
1692,25-34,Female,Doctorate degree,23.0,45.0,46.0,57.0,40.0,4.0,6.0,5,4,0,0,0.0,0.0,0.0
1693,25-34,Female,University degree,43.0,38.0,44.0,46.0,39.0,2.0,6.0,5,6,6,2,0.0,1.5,0.0
1694,25-34,Female,University degree,31.0,45.0,39.0,52.0,49.0,2.0,3.0,5,6,5,0,0.0,0.0,0.0
1695,45-54,Male,Masters degree,27.0,38.0,46.0,41.0,39.0,8.0,6.0,6,6,5,6,1.0,1.0,0.0
1696,35-44,Male,Professional certificate/diploma,31.0,44.0,45.0,42.0,37.0,7.0,6.0,6,6,6,3,0.0,0.0,0.0
1697,18-24,Male,"Some college or university, no certificate or degree",37.0,27.0,43.0,45.0,39.0,3.0,5.0,3,5,5,0,0.0,2.5,0.0
1698,55-64,Male,Doctorate degree,25.0,40.0,51.0,35.0,49.0,4.0,7.0,6,6,4,6,0.0,0.5,0.0
1699,45-54,Female,University degree,42.0,36.0,51.0,42.0,45.0,6.0,4.0,4,6,6,1,0.0,1.0,0.0
1700,25-34,Female,Masters degree,21.0,45.0,51.0,42.0,42.0,4.0,7.0,6,6,0,4,1.25,1.5,0.0
1701,18-24,Male,"Some college or university, no certificate or degree",49.0,33.0,58.0,31.0,27.0,9.0,8.0,4,6,6,4,1.25,2.0,1.3333333333333333
1702,35-44,Female,University degree,54.0,34.0,58.0,48.0,42.0,8.0,11.0,6,5,4,6,1.0,1.5,2.0
1703,25-34,Female,Professional certificate/diploma,30.0,43.0,32.0,45.0,48.0,3.0,4.0,5,6,5,0,0.0,0.0,0.0
1704,18-24,Male,"Some college or university, no certificate or degree",32.0,35.0,42.0,45.0,33.0,4.0,5.0,6,5,6,4,1.0,2.0,3.0
1705,18-24,Male,Left school at 18 years ,40.0,41.0,46.0,37.0,35.0,6.0,7.0,5,3,4,6,2.75,1.5,3.3333333333333335
1706,55-64,Male,"Some college or university, no certificate or degree",42.0,27.0,38.0,38.0,28.0,6.0,7.0,4,6,4,6,1.25,1.0,1.3333333333333333
1707,18-24,Male,University degree,27.0,42.0,36.0,39.0,53.0,4.0,7.0,4,5,5,0,0.0,0.0,0.0
1708,18-24,Female,Professional certificate/diploma,31.0,45.0,42.0,49.0,41.0,6.0,4.0,5,5,5,6,0.0,0.0,0.0
1709,35-44,Female,University degree,31.0,46.0,40.0,45.0,49.0,5.0,6.0,5,6,5,1,0.0,0.0,0.0
1710,45-54,Female,University degree,26.0,48.0,40.0,49.0,41.0,4.0,5.0,6,6,4,0,0.0,0.0,0.0
1711,35-44,Female,Left school at 18 years ,28.0,34.0,51.0,37.0,44.0,3.0,6.0,4,6,6,1,0.0,0.0,0.0
1712,25-34,Female,University degree,36.0,51.0,50.0,44.0,41.0,8.0,10.0,5,6,6,6,0.0,0.0,0.6666666666666666
1713,35-44,Female,Masters degree,28.0,44.0,40.0,36.0,44.0,3.0,6.0,5,6,5,6,1.5,2.0,1.3333333333333333
1714,35-44,Female,Doctorate degree,17.0,51.0,46.0,47.0,56.0,7.0,6.0,4,6,6,4,0.5,0.0,0.6666666666666666
1715,45-54,Female,Left school at 16 years,35.0,38.0,34.0,51.0,51.0,2.0,3.0,5,6,6,0,0.0,0.0,0.0
1716,45-54,Male,Professional certificate/diploma,48.0,43.0,50.0,38.0,48.0,3.0,6.0,1,6,6,0,0.0,1.0,0.0
1717,45-54,Male,Masters degree,34.0,45.0,42.0,38.0,35.0,4.0,5.0,5,6,5,1,0.0,0.5,0.0
1718,35-44,Female,Masters degree,40.0,34.0,53.0,48.0,46.0,3.0,6.0,5,6,5,1,0.0,0.0,0.0
1719,45-54,Male,Professional certificate/diploma,25.0,42.0,43.0,37.0,43.0,4.0,5.0,5,6,5,2,0.0,0.0,0.0
1720,25-34,Female,University degree,36.0,37.0,46.0,49.0,31.0,3.0,7.0,5,5,6,0,0.0,0.5,0.0
1721,25-34,Female,University degree,40.0,47.0,38.0,57.0,50.0,2.0,2.0,0,6,6,0,0.0,0.0,0.0
1722,25-34,Female,Left school at 18 years ,31.0,41.0,28.0,47.0,49.0,6.0,4.0,5,6,6,1,0.0,0.0,0.0
1723,45-54,Male,University degree,35.0,47.0,51.0,49.0,53.0,8.0,9.0,6,3,6,0,0.5,0.0,0.0
1724,55-64,Male,Professional certificate/diploma,19.0,39.0,36.0,47.0,45.0,4.0,4.0,6,6,6,1,0.0,0.0,0.0
1725,45-54,Female,Professional certificate/diploma,24.0,41.0,42.0,45.0,46.0,2.0,4.0,5,6,4,1,0.0,0.0,0.0
1726,25-34,Female,Left school at 16 years,25.0,31.0,30.0,54.0,46.0,1.0,1.0,3,5,5,0,0.0,0.0,0.0
1727,25-34,Female,Masters degree,37.0,42.0,50.0,38.0,38.0,1.0,4.0,5,5,6,4,0.25,0.5,0.3333333333333333
1728,18-24,Female,Left school at 16 years,21.0,42.0,33.0,54.0,47.0,4.0,3.0,4,6,0,6,0.0,0.0,0.0
1729,45-54,Male,Masters degree,28.0,33.0,43.0,40.0,39.0,4.0,5.0,6,6,6,1,0.0,0.0,0.0
1730,18-24,Male,"Some college or university, no certificate or degree",18.0,46.0,46.0,44.0,52.0,1.0,6.0,4,6,6,3,0.0,2.5,1.3333333333333333
1731,25-34,Female,"Some college or university, no certificate or degree",42.0,30.0,41.0,43.0,36.0,4.0,9.0,6,6,5,6,0.5,2.5,0.6666666666666666
1732,45-54,Male,Masters degree,32.0,38.0,48.0,42.0,43.0,4.0,6.0,5,6,5,6,0.5,0.5,1.0
1733,25-34,Male,Professional certificate/diploma,40.0,34.0,40.0,35.0,50.0,5.0,3.0,4,6,6,6,1.0,1.0,0.6666666666666666
1734,45-54,Male,Professional certificate/diploma,27.0,38.0,35.0,43.0,43.0,2.0,2.0,5,6,4,0,0.0,0.0,0.0
1735,45-54,Female,Professional certificate/diploma,26.0,45.0,42.0,49.0,51.0,5.0,7.0,5,4,4,2,0.0,0.0,0.0
1736,25-34,Female,Masters degree,16.0,42.0,30.0,55.0,54.0,4.0,5.0,5,6,5,0,0.0,0.0,0.3333333333333333
1737,35-44,Male,Professional certificate/diploma,23.0,46.0,48.0,51.0,44.0,3.0,9.0,5,4,5,0,0.0,0.0,0.0
1738,45-54,Male,Professional certificate/diploma,24.0,38.0,45.0,46.0,42.0,4.0,5.0,5,5,6,0,0.0,0.0,0.0
1739,55-64,Female,Left school before 16 years,34.0,41.0,41.0,49.0,46.0,3.0,5.0,5,6,5,0,0.0,0.5,0.0
1740,25-34,Female,Professional certificate/diploma,38.0,40.0,43.0,45.0,42.0,3.0,3.0,4,3,4,2,0.0,1.0,0.0
1741,45-54,Female,University degree,27.0,42.0,42.0,42.0,49.0,2.0,1.0,6,3,5,0,0.0,0.5,0.0
1742,25-34,Female,University degree,50.0,44.0,52.0,32.0,42.0,2.0,3.0,5,6,6,4,0.5,3.0,3.0
1743,35-44,Male,University degree,22.0,45.0,53.0,39.0,38.0,6.0,9.0,5,6,6,2,1.0,0.5,2.0
1744,35-44,Female,Masters degree,30.0,43.0,42.0,41.0,48.0,4.0,4.0,5,2,6,0,0.0,0.0,0.0
1745,55-64,Female,"Some college or university, no certificate or degree",31.0,33.0,36.0,46.0,42.0,3.0,5.0,3,0,5,1,0.0,0.0,0.0
1746,25-34,Female,Left school at 16 years,20.0,46.0,39.0,56.0,55.0,2.0,4.0,4,6,5,6,0.0,3.0,0.0
1747,35-44,Female,Masters degree,33.0,36.0,42.0,44.0,43.0,4.0,3.0,0,1,0,0,0.0,0.0,0.0
1748,45-54,Female,"Some college or university, no certificate or degree",37.0,45.0,49.0,52.0,41.0,5.0,6.0,6,6,5,1,0.0,1.0,0.0
1749,18-24,Male,University degree,49.0,35.0,60.0,60.0,36.0,7.0,11.0,5,2,6,6,2.25,3.0,3.0
1750,25-34,Female,Left school at 17 years,58.0,37.0,43.0,30.0,26.0,7.0,6.0,5,6,5,6,2.0,2.5,1.0
1751,45-54,Male,Left school at 16 years,33.0,43.0,40.0,39.0,45.0,4.0,6.0,5,6,5,2,0.0,1.0,0.0
1752,25-34,Female,University degree,54.0,44.0,55.0,36.0,37.0,8.0,10.0,5,6,5,2,1.5,3.0,0.0
1753,25-34,Male,University degree,29.0,46.0,41.0,55.0,49.0,6.0,5.0,5,6,5,2,0.0,0.0,0.0
1754,25-34,Female,Professional certificate/diploma,34.0,50.0,46.0,44.0,39.0,7.0,7.0,6,6,6,2,0.75,1.5,0.3333333333333333
1755,18-24,Male,"Some college or university, no certificate or degree",26.0,41.0,49.0,27.0,30.0,7.0,11.0,4,6,6,5,0.0,0.0,1.3333333333333333
1756,18-24,Female,Left school at 18 years ,46.0,49.0,59.0,40.0,49.0,6.0,9.0,5,6,6,6,0.0,0.0,1.0
1757,18-24,Male,Left school at 18 years ,43.0,40.0,55.0,47.0,29.0,6.0,8.0,5,6,5,6,2.0,3.0,2.6666666666666665
1758,35-44,Male,Professional certificate/diploma,46.0,37.0,29.0,41.0,47.0,2.0,1.0,6,6,6,2,0.0,0.0,0.0
1759,45-54,Male,Masters degree,27.0,37.0,47.0,38.0,49.0,9.0,8.0,3,6,5,2,2.5,1.5,2.6666666666666665
1760,35-44,Male,Masters degree,33.0,27.0,46.0,41.0,44.0,4.0,2.0,5,5,5,3,0.0,0.0,0.0
1761,45-54,Female,Professional certificate/diploma,30.0,42.0,47.0,34.0,48.0,5.0,6.0,5,6,5,1,0.0,0.0,0.0
1762,35-44,Female,Professional certificate/diploma,33.0,36.0,45.0,41.0,47.0,7.0,8.0,5,6,6,1,0.0,0.0,0.0
1763,18-24,Male,"Some college or university, no certificate or degree",41.0,32.0,46.0,28.0,31.0,3.0,9.0,4,6,4,6,0.0,0.0,3.3333333333333335
1764,18-24,Female,University degree,28.0,32.0,57.0,45.0,57.0,4.0,10.0,4,3,4,3,1.5,2.5,3.0
1765,35-44,Male,Left school at 16 years,45.0,38.0,47.0,45.0,35.0,7.0,10.0,5,6,6,1,2.75,2.5,1.6666666666666667
1766,25-34,Female,"Some college or university, no certificate or degree",41.0,52.0,55.0,41.0,48.0,3.0,10.0,4,6,6,6,2.5,2.0,3.0
1767,25-34,Female,University degree,44.0,31.0,54.0,58.0,44.0,3.0,5.0,5,6,6,0,0.0,0.0,1.6666666666666667
1768,18-24,Male,"Some college or university, no certificate or degree",39.0,26.0,47.0,51.0,56.0,2.0,5.0,3,6,6,6,0.75,0.0,2.3333333333333335
1769,25-34,Female,"Some college or university, no certificate or degree",45.0,33.0,54.0,43.0,37.0,4.0,4.0,5,6,5,5,1.0,0.0,2.3333333333333335
1770,35-44,Female,Professional certificate/diploma,28.0,43.0,38.0,47.0,42.0,3.0,6.0,5,6,6,0,0.0,0.0,0.0
1771,25-34,Male,University degree,31.0,46.0,46.0,46.0,42.0,7.0,11.0,5,6,5,4,1.75,2.0,2.3333333333333335
1772,55-64,Male,"Some college or university, no certificate or degree",33.0,30.0,45.0,34.0,48.0,6.0,4.0,2,6,6,1,0.5,1.0,1.0
1773,18-24,Male,Left school at 18 years ,32.0,48.0,53.0,43.0,38.0,6.0,10.0,4,6,6,3,1.75,1.5,4.0
1774,25-34,Female,Masters degree,45.0,44.0,43.0,35.0,36.0,7.0,11.0,6,5,4,6,4.25,4.0,3.3333333333333335
1775,18-24,Female,Left school at 18 years ,44.0,37.0,49.0,46.0,34.0,3.0,8.0,0,6,6,3,0.0,0.0,0.0
1776,18-24,Male,"Some college or university, no certificate or degree",27.0,43.0,49.0,46.0,45.0,3.0,5.0,4,4,5,4,0.0,0.0,3.6666666666666665
1777,18-24,Female,University degree,44.0,32.0,55.0,45.0,49.0,7.0,11.0,5,6,6,3,1.25,2.5,2.3333333333333335
1778,45-54,Female,Left school at 16 years,46.0,35.0,34.0,41.0,35.0,9.0,11.0,1,5,5,6,2.25,5.0,1.6666666666666667
1779,18-24,Female,University degree,35.0,42.0,46.0,26.0,47.0,7.0,9.0,5,5,6,3,0.0,0.0,2.3333333333333335
1780,45-54,Male,"Some college or university, no certificate or degree",33.0,40.0,48.0,45.0,40.0,7.0,10.0,2,6,6,6,1.0,2.0,0.6666666666666666
1781,18-24,Female,University degree,49.0,35.0,31.0,34.0,34.0,5.0,8.0,5,6,5,6,1.75,2.5,1.3333333333333333
1782,18-24,Male,Left school at 18 years ,23.0,36.0,35.0,32.0,50.0,3.0,7.0,5,3,4,1,0.0,0.0,0.0
1783,25-34,Female,Left school at 17 years,32.0,43.0,51.0,46.0,50.0,7.0,8.0,5,6,5,4,1.0,0.0,0.6666666666666666
1784,25-34,Female,"Some college or university, no certificate or degree",48.0,34.0,40.0,36.0,35.0,8.0,11.0,5,6,5,0,3.0,4.0,1.6666666666666667
1785,18-24,Male,"Some college or university, no certificate or degree",46.0,32.0,43.0,42.0,32.0,5.0,8.0,5,4,6,5,1.25,0.0,1.0
1786,25-34,Female,Masters degree,34.0,36.0,43.0,46.0,44.0,2.0,2.0,5,6,5,6,0.0,0.0,0.0
1787,18-24,Male,"Some college or university, no certificate or degree",29.0,59.0,57.0,43.0,36.0,6.0,10.0,6,5,6,6,2.25,0.0,4.0
1788,18-24,Male,University degree,41.0,33.0,47.0,48.0,37.0,4.0,10.0,4,5,5,0,0.0,0.0,3.0
1789,45-54,Female,University degree,32.0,32.0,45.0,39.0,46.0,3.0,5.0,6,6,4,0,0.75,0.5,2.0
1790,18-24,Male,"Some college or university, no certificate or degree",36.0,39.0,59.0,36.0,30.0,9.0,11.0,5,6,6,5,1.5,0.0,1.3333333333333333
1791,18-24,Male,Left school at 17 years,37.0,42.0,49.0,35.0,39.0,9.0,7.0,3,6,5,6,1.0,1.0,2.0
1792,35-44,Female,Doctorate degree,33.0,39.0,51.0,44.0,55.0,2.0,2.0,4,6,3,3,1.75,2.0,2.0
1793,18-24,Male,University degree,42.0,29.0,57.0,39.0,57.0,5.0,10.0,6,4,4,4,1.75,0.0,2.3333333333333335
1794,18-24,Male,"Some college or university, no certificate or degree",31.0,39.0,50.0,54.0,38.0,3.0,4.0,4,6,4,6,1.25,1.5,4.0
1795,18-24,Female,"Some college or university, no certificate or degree",44.0,27.0,60.0,44.0,36.0,9.0,10.0,0,6,6,5,0.0,0.0,1.3333333333333333
1796,25-34,Male,University degree,36.0,44.0,53.0,40.0,47.0,5.0,10.0,6,6,5,6,4.0,4.5,4.0
1797,35-44,Female,Left school at 16 years,43.0,36.0,31.0,38.0,27.0,4.0,5.0,2,6,5,6,2.5,2.0,1.0
1798,18-24,Male,"Some college or university, no certificate or degree",39.0,39.0,57.0,45.0,30.0,8.0,9.0,6,4,6,6,0.0,0.0,0.0
1799,18-24,Male,University degree,50.0,29.0,46.0,29.0,36.0,7.0,9.0,3,4,4,3,1.5,2.0,0.0
1800,55-64,Male,Masters degree,30.0,51.0,32.0,36.0,52.0,7.0,8.0,5,5,5,3,0.0,0.0,0.0
1801,45-54,Male,"Some college or university, no certificate or degree",56.0,31.0,46.0,26.0,20.0,4.0,10.0,2,6,4,0,0.5,1.5,0.6666666666666666
1802,25-34,Male,Doctorate degree,41.0,50.0,60.0,51.0,53.0,6.0,11.0,6,6,5,6,0.75,2.0,2.0
1803,18-24,Male,Masters degree,28.0,43.0,55.0,50.0,43.0,8.0,8.0,4,6,6,4,0.75,1.5,2.0
1804,18-24,Male,"Some college or university, no certificate or degree",34.0,51.0,53.0,45.0,34.0,7.0,9.0,6,6,6,6,0.75,2.0,5.0
1805,18-24,Male,Professional certificate/diploma,40.0,39.0,55.0,51.0,37.0,6.0,7.0,4,3,3,0,0.0,0.0,1.0
1806,18-24,Male,"Some college or university, no certificate or degree",44.0,36.0,52.0,46.0,38.0,6.0,10.0,5,4,4,3,0.0,0.0,2.6666666666666665
1807,35-44,Female,Professional certificate/diploma,36.0,34.0,40.0,42.0,33.0,6.0,3.0,4,6,5,0,1.75,1.0,0.3333333333333333
1808,35-44,Male,University degree,34.0,33.0,54.0,39.0,29.0,6.0,10.0,5,6,5,5,3.0,1.5,3.3333333333333335
1809,18-24,Female,Masters degree,40.0,34.0,42.0,44.0,39.0,2.0,2.0,4,5,5,0,0.0,0.0,0.0
1810,18-24,Female,Left school at 17 years,48.0,47.0,53.0,33.0,43.0,7.0,11.0,4,6,3,6,2.75,1.0,2.0
1811,18-24,Male,University degree,30.0,31.0,53.0,35.0,48.0,6.0,11.0,6,6,6,3,0.5,1.0,2.6666666666666665
1812,18-24,Male,"Some college or university, no certificate or degree",22.0,34.0,53.0,43.0,55.0,3.0,6.0,6,6,4,3,1.5,0.0,2.0
1813,25-34,Female,Left school at 18 years ,49.0,39.0,49.0,34.0,32.0,7.0,11.0,4,6,6,2,1.25,3.0,2.0
1814,25-34,Male,University degree,29.0,44.0,47.0,42.0,38.0,8.0,10.0,4,5,6,6,1.5,1.0,1.0
1815,35-44,Female,University degree,45.0,35.0,59.0,40.0,51.0,5.0,10.0,2,5,5,2,0.5,0.0,1.6666666666666667
1816,18-24,Female,Masters degree,37.0,42.0,39.0,53.0,48.0,3.0,3.0,6,6,5,5,1.75,2.0,2.3333333333333335
1817,45-54,Male,University degree,20.0,40.0,47.0,38.0,41.0,6.0,8.0,5,6,5,1,0.0,0.0,0.0
1818,18-24,Female,"Some college or university, no certificate or degree",35.0,31.0,48.0,50.0,44.0,7.0,9.0,4,5,4,4,1.5,1.0,0.6666666666666666
1819,25-34,Female,University degree,37.0,44.0,50.0,39.0,41.0,9.0,9.0,5,5,5,3,1.25,1.0,4.0
1820,18-24,Male,Masters degree,14.0,55.0,54.0,45.0,51.0,4.0,10.0,6,6,6,6,1.25,2.5,4.333333333333333
1821,18-24,Male,"Some college or university, no certificate or degree",51.0,25.0,55.0,39.0,21.0,9.0,6.0,2,6,6,2,0.0,1.0,0.0
1822,45-54,Female,"Some college or university, no certificate or degree",49.0,39.0,49.0,46.0,37.0,9.0,5.0,3,6,6,3,0.25,0.0,0.6666666666666666
1823,18-24,Male,"Some college or university, no certificate or degree",28.0,42.0,57.0,36.0,36.0,4.0,8.0,3,5,5,0,2.25,1.5,3.0
1824,18-24,Female,"Some college or university, no certificate or degree",48.0,31.0,53.0,41.0,24.0,7.0,6.0,4,6,4,2,0.5,2.0,2.0
1825,25-34,Male,University degree,31.0,29.0,42.0,41.0,39.0,6.0,8.0,6,0,5,0,0.0,0.0,0.0
1826,18-24,Male,University degree,36.0,32.0,47.0,34.0,42.0,4.0,4.0,5,6,5,3,2.75,1.0,3.6666666666666665
1827,18-24,Female,University degree,38.0,38.0,52.0,51.0,42.0,7.0,7.0,4,5,5,5,0.5,1.0,2.0
1828,25-34,Female,University degree,26.0,29.0,47.0,45.0,44.0,4.0,9.0,4,6,5,6,1.0,1.0,1.0
1829,25-34,Female,Masters degree,32.0,47.0,49.0,26.0,41.0,7.0,10.0,5,6,4,2,1.75,3.0,3.3333333333333335
1830,25-34,Female,University degree,44.0,28.0,44.0,33.0,33.0,2.0,3.0,2,1,3,1,0.75,3.0,0.3333333333333333
1831,25-34,Female,University degree,37.0,22.0,48.0,36.0,35.0,3.0,5.0,6,5,4,4,2.5,1.5,3.3333333333333335
1832,18-24,Male,Left school at 18 years ,38.0,40.0,49.0,37.0,27.0,5.0,10.0,6,5,4,3,0.0,0.0,3.0
1833,18-24,Male,University degree,14.0,52.0,52.0,45.0,55.0,3.0,7.0,5,6,5,2,0.0,0.0,0.0
